monthlycountrydis.site	monthlycountrydis.country	monthlycountrydis.dvisits	monthlycountrydis.dusers	monthlycountrydis.mvisits	monthlycountrydis.musers	monthlycountrydis.year	monthlycountrydis.month
chitai-gorod.ru*	356	124.84315913373258	124.84315913373258	0.0	0.0	17	4
chitai-gorod.ru*	804	29153.678541138917	27415.266554137997	27099.361004529022	15051.488423802899	17	4
chitai-gorod.ru*	643	1782645.3356393762	1573177.3654309213	1995733.4648851014	1610091.8991729817	17	5
chitai-gorod.ru*	578	479.6189803343153	413.95918808746205	0.0	0.0	17	5
chitai-gorod.ru*	642	9001.267477542851	7344.774718997297	0.0	0.0	17	5
chitai-gorod.ru*	417	658.0058039962702	639.3083551380836	0.0	0.0	17	5
chitai-gorod.ru*	608	1196.4944477224485	1122.5486272880898	0.0	0.0	17	5
chitai-gorod.ru*	31	1404.3865045882046	1266.8475545876538	0.0	0.0	17	5
chitai-gorod.ru*	703	179.2454274624661	112.02839216404129	7724.509484393081	3721.0192505777	17	5
chitai-gorod.ru*	124	598.0076785626002	535.5138586823257	0.0	0.0	17	5
chitai-gorod.ru*	156	214.44944764168483	214.44944764168483	0.0	0.0	17	5
chitai-gorod.ru*	188	156.18766926110965	156.18766926110965	0.0	0.0	17	5
chitai-gorod.ru*	380	1496.1242955212083	1401.3574223433727	0.0	0.0	17	5
chitai-gorod.ru*	764	1250.6390900979268	1250.6390900979268	0.0	0.0	17	5
chitai-gorod.ru*	860	592.2520339033065	592.2520339033065	0.0	0.0	17	5
chitai-gorod.ru*	795	52.86762446431994	52.86762446431994	0.0	0.0	17	5
chitai-gorod.ru*	250	5947.767307141607	4723.342251326937	0.0	0.0	17	5
chitai-gorod.ru*	410	380.3517873443771	380.3517873443771	0.0	0.0	17	5
chitai-gorod.ru*	442	594.5501718834269	594.5501718834269	0.0	0.0	17	5
chitai-gorod.ru*	762	129.28818794059217	129.28818794059217	0.0	0.0	17	5
chitai-gorod.ru*	826	3256.8420588610356	2906.9965377040853	0.0	0.0	17	5
chitai-gorod.ru*	56	179.40537038642475	179.40537038642475	0.0	0.0	17	5
chitai-gorod.ru*	152	257.0223962347895	257.0223962347895	0.0	0.0	17	5
chitai-gorod.ru*	344	352.42712193708076	249.0160324536659	0.0	0.0	17	5
chitai-gorod.ru*	376	2192.5694916344432	2192.5694916344432	0.0	0.0	17	5
chitai-gorod.ru*	440	1193.5824676176746	1093.4770752272625	0.0	0.0	17	5
chitai-gorod.ru*	792	2240.842513302967	2240.842513302967	1461.2050287119384	685.0930583914218	17	5
chitai-gorod.ru*	214	189.2053411283794	189.2053411283794	0.0	0.0	17	5
chitai-gorod.ru*	246	900.5202710324096	794.9081923652278	0.0	0.0	17	5
chitai-gorod.ru*	276	16701.572720380147	12756.046701649271	0.0	0.0	17	5
chitai-gorod.ru*	724	1059.7534052841947	1059.7534052841947	0.0	0.0	17	5
chitai-gorod.ru*	756	2033.963649340737	2033.963649340737	0.0	0.0	17	5
chitai-gorod.ru*	788	150.6233361279386	150.6233361279386	0.0	0.0	17	5
chitai-gorod.ru*	51	649.3241415922987	649.3241415922987	0.0	0.0	17	5
chitai-gorod.ru*	499	63.47132467891005	63.47132467891005	0.0	0.0	17	5
chitai-gorod.ru*	498	1984.1420105295952	1877.3472469738665	0.0	0.0	17	5
chitai-gorod.ru*	112	7721.710411452146	7393.246635651437	0.0	0.0	17	5
chitai-gorod.ru*	496	93.90798217912184	93.90798217912184	0.0	0.0	17	5
chitai-gorod.ru*	528	8075.498392264984	7333.271564420389	0.0	0.0	17	5
chitai-gorod.ru*	688	122.8903280504606	122.8903280504606	0.0	0.0	17	5
chitai-gorod.ru*	752	339.35311218428217	339.35311218428217	0.0	0.0	17	5
chitai-gorod.ru*	784	1823.4228392896132	1086.4785546923617	0.0	0.0	17	5
chitai-gorod.ru*	398	8096.1851312176705	6975.2578431567	0.0	0.0	17	5
chitai-gorod.ru*	76	328.96900578061593	328.96900578061593	0.0	0.0	17	5
chitai-gorod.ru*	268	1676.9850798756638	1444.2962001432727	0.0	0.0	17	5
chitai-gorod.ru*	428	2263.9688181075867	2198.7729158539123	0.0	0.0	17	5
chitai-gorod.ru*	620	394.33291368189055	246.45807105118158	0.0	0.0	17	5
chitai-gorod.ru*	203	2440.1434194587696	2201.658750746385	0.0	0.0	17	5
chitai-gorod.ru*	233	1656.6601025370464	1432.102408982173	0.0	0.0	17	5
chitai-gorod.ru*	40	370.34991463181063	370.34991463181063	0.0	0.0	17	5
chitai-gorod.ru*	328	220.0976819027507	160.4005162475929	0.0	0.0	17	5
chitai-gorod.ru*	360	82.27054277322291	82.27054277322291	0.0	0.0	17	5
chitai-gorod.ru*	392	354.35090730149386	354.35090730149386	0.0	0.0	17	5
chitai-gorod.ru*	616	1686.5941836550921	1686.5941836550921	2598.084628168464	1129.3043538820948	17	5
chitai-gorod.ru*	840	11903.822875560503	10113.135377334242	0.0	0.0	17	5
chitai-gorod.ru*	422	33.32465907943377	33.32465907943377	0.0	0.0	17	5
chitai-gorod.ru*	710	145.18891357030085	145.18891357030085	0.0	0.0	17	5
chitai-gorod.ru*	36	154.0438028505698	154.0438028505698	0.0	0.0	17	5
chitai-gorod.ru*	100	857.6777511310411	857.6777511310411	0.0	0.0	17	5
chitai-gorod.ru*	196	309.4743639019017	238.49866646639032	0.0	0.0	17	5
chitai-gorod.ru*	356	134.76216968168973	134.76216968168973	0.0	0.0	17	5
chitai-gorod.ru*	484	539.0198232168375	539.0198232168375	0.0	0.0	17	5
chitai-gorod.ru*	804	32466.168497204282	30696.389120121483	23225.53877670126	13847.430436142204	17	5
chitai-gorod.ru*	643	1701782.4751874134	1502816.7889799655	1993909.6032418613	1491833.6222696179	17	6
chitai-gorod.ru*	578	242.82558615062058	106.23619394089651	0.0	0.0	17	6
chitai-gorod.ru*	642	4086.5233233074814	3269.592103561352	0.0	0.0	17	6
chitai-gorod.ru*	417	932.1098853150748	906.7294251600972	0.0	0.0	17	6
chitai-gorod.ru*	608	200.3955387426979	200.3955387426979	0.0	0.0	17	6
chitai-gorod.ru*	704	805.2556398871689	629.9709056361789	0.0	0.0	17	6
chitai-gorod.ru*	31	1072.352520806692	1072.352520806692	0.0	0.0	17	6
chitai-gorod.ru*	191	138.64584841078835	138.64584841078835	0.0	0.0	17	6
chitai-gorod.ru*	703	669.097553360478	338.9769747079979	0.0	0.0	17	6
