ga_learningset.site	ga_learningset.country	ga_learningset.pageviewmobile	ga_learningset.pageviewonline	ga_learningset.uniqmobile	ga_learningset.uniqonline	ga_learningset.visitsmobile	ga_learningset.visitsonline	ga_learningset.est_visits_mobile	ga_learningset.est_visits_desktop	ga_learningset.month	ga_learningset.year
smartstitch.ru	643	16943	33264	2102	3503	2385	3991	4681.515576	5535.236431	6	17
smarttab.su	643	6643	9258	3181	3903	3561	4468	8158.562264	15904.90367	4	17
smarttab.su	643	7193	10139	3959	4146	4366	4695	10020.29269	6297.407277	5	17
smarttab.su	643	6480	9285	3518	3664	3852	4245	8993.221453	11568.01649	6	17
smarttouchpos.eu	643	1504	4275	656	1749	763	2042	4591.485736	2214.825467	5	17
smarttvnews.ru	643	14061	47295	6242	17045	7153	19792	53754.24234	5597.045413	4	17
smarttvnews.ru	643	20066	58960	9123	20728	10453	24265	67564.5947	37186.67131	5	17
smarttvnews.ru	643	31654	74693	13276	24540	15346	29064	83820.17396	27170.54473	6	17
smarty.sale	643	114852	375597	33438	138733	41484	174635	224646.5149	232559.4536	4	17
smarty.sale	643	143452	350445	51136	104916	60293	142215	248457.0406	278588.2272	5	17
smarty.sale	643	135225	471580	38295	229316	46984	267973	233144.727	213990.1425	6	17
smashbox.ru	643	139794	83245	29756	15514	34725	18651	21279.2918	69035.58885	4	17
smashbox.ru	643	94735	50746	30198	12332	34539	14038	18246.81436	90639.7579	5	17
smashbox.ru	643	116793	65129	48015	17001	55782	19276	22678.45064	196061.0738	6	17
smbn.ru	643	107717	393510	38957	103006	49064	144144	183120.3865	126624.9108	4	17
smbn.ru	643	164102	556231	57174	127352	72926	181624	215019.6821	93013.34518	5	17
smbn.ru	643	170768	855353	59127	201727	75859	271199	237909.2447	128881.4577	6	17
smcs.com.ua	643	414	1043	327	887	342	913	954.7509533	2829.834835	4	17
smcs.com.ua	643	401	892	335	737	360	769	821.9536544	1200.41109	5	17
smecalkin.ru	643	24114	5386	16035	4963	20715	5096	82.3377969	66038.7738	5	17
smecalkin.ru	643	16947	8375	11463	7905	14747	8017	147.3212959	94599.05924	6	17
smeshariki.ru	643	66526	6626289	12068	242058	14077	368055	285295.3151	107991.6369	5	17
smeshariki.ru	643	67097	5910905	11561	267009	13906	392756	262557.789	143851.5555	6	17
smesitel96.ru	643	101091	187133	13960	30661	16560	36175	40314.30588	7774.459772	4	17
smesitel96.ru	643	119049	187360	15114	27304	18368	32694	43934.63674	35544.75082	5	17
smesitel96.ru	643	125828	196304	15828	31454	19126	36983	38930.10305	30621.87066	6	17
smetnoedelo.ru	643	22850	417985	11543	168494	13340	208953	126956.6996	53686.15155	4	17
smetnoedelo.ru	643	21912	409667	11702	170867	13393	210238	126081.1898	41104.85469	5	17
smetnoedelo.ru	643	14305	263245	7884	110609	9024	136000	131859.3248	53128.6259	6	17
smi.ru	643	17544	211344	14024	179031	14684	184255	77658.94222	33295.5695	5	17
smi.ru	643	27964	277136	21940	226881	23065	234226	107138.2645	75299.39503	6	17
smilepost.ru	643	37576	23556	20978	16357	22099	16784	20513.23315	110116.5677	4	17
smilepost.ru	643	40594	33380	23500	24389	24661	24840	25089.32046	94053.08955	5	17
smilepost.ru	643	8908	8311	4835	5715	5024	5852	6825.67992	28235.00705	6	17
smilestom.spb.ru	643	17765	8971	8266	7120	9841	7717	7696.032669	17343.9069	4	17
smilestom.spb.ru	643	21752	8169	10412	6594	12435	7105	8120.074473	34232.47309	5	17
smilestom.spb.ru	643	18019	8066	8250	6184	9695	6777	7175.64229	6329.886092	6	17
smiletemplates.com	643	7856	268438	2003	44997	2204	48399	72211.34406	19699.00166	4	17
smiletemplates.com	643	6351	240852	1875	41433	2005	44573	66323.14514	25839.72792	5	17
smiletemplates.com	643	5132	173797	1491	28295	1631	30937	52326.59439	38200.0963	6	17
sminvestments.com	643	72	46	57	28	58	30	40.41485577	153.6537933	4	17
smiruponitke.info	643	381051	97309	255502	63319	301405	71876	66569.6223	45291.22233	4	17
smiruponitke.info	643	452683	116443	309831	78067	359794	88435	86345.1398	62842.8923	5	17
smiruponitke.info	643	233362	79964	159170	50817	185177	58518	62435.09719	37034.21982	6	17
smitehentai.com	643	1933	1674	437	389	494	423	834.6519551	0	4	17
smitehentai.com	643	1612	1704	412	328	453	355	861.8469048	7985.710153	5	17
smitehentai.com	643	1004	1312	284	250	314	266	441.3620643	0	6	17
smkfarm.ru	643	32982	55102	4500	6766	5129	8085	7920.334573	12429.61638	6	17
smmplanner.com	643	188727	1542179	66655	381832	91835	566558	799681.6257	257188.2972	5	17
smmplanner.com	643	182113	1456534	64724	368554	90461	547536	746056.9562	198458.8287	6	17
smmrecover.com	643	745	5540	393	2439	500	3310	12108.05857	0	4	17
smnews.com.ua	643	1447	2219	976	1802	1010	1834	1971.468582	4903.386545	5	17
smnews.com.ua	643	610	960	379	768	399	800	512.2605636	4787.833377	6	17
smoking-shop.ru	643	130812	177800	40691	36865	43429	39783	102056.247	82690.58688	4	17
smoking-shop.ru	643	115852	158540	37532	34251	39971	36869	99244.58384	78918.97765	5	17
smoking-shop.ru	643	103192	139733	31436	29386	33713	31752	94618.25165	66718.5754	6	17
smoky-eye.ru	643	6464	7767	2830	2627	3050	2885	2688.130218	5785.168431	4	17
smolkassa.ru	643	25977	33707	7138	6090	8541	7606	8708.593757	14862.14173	4	17
smolkassa.ru	643	28121	31452	7822	5863	9440	7135	6689.954245	27611.18993	5	17
smolkassa.ru	643	7714	10582	2541	2401	2879	2778	2741.825089	6414.492933	6	17
smotreshka.tv	643	37377	512223	10824	136508	12814	252615	291788.8121	79438.06206	4	17
smotreshka.tv	643	34388	471863	10399	133885	12417	246330	300454.6417	64998.29722	5	17
smotreshka.tv	643	38146	440163	11491	126509	13627	231511	291581.779	28087.60384	6	17
smotri.me	643	34514	15271	26275	11131	29019	12345	13599.35224	6991.477392	4	17
smotri.me	643	33941	13789	26431	10489	28895	11464	13611.03648	15264.86766	5	17
smotri.me	643	18307	9046	14810	6926	15933	7535	9584.688135	7289.038039	6	17
smotriuchis.ru	643	10964	22717	4312	5560	5035	7235	13694.35671	21543.83483	4	17
smotriuchis.ru	643	9257	22551	3535	5432	4201	7027	10356.56157	8181.419124	5	17
smturbo.by	643	262	489	113	199	117	210	83.4712461	0	6	17
smutr.com	643	3413	7235	696	1526	749	1662	4295.34033	2833.340834	4	17
smutr.com	643	3012	10027	743	1944	800	2066	5548.79615	3619.026271	5	17
smutroll.com	643	21	344	13	66	13	67	297.369178	4063.27642	5	17
smutty.com	643	126535	348781	16738	35631	20467	42238	77622.94805	50048.5942	4	17
smutty.com	643	277742	447578	42719	64019	49746	82457	123212.2048	70088.63109	5	17
smutty.com	643	236639	365957	36441	51405	43507	65614	113369.1106	45633.80131	6	17
smyk.com	643	24033	30238	3564	3441	4309	4024	3304.170762	1046.8406	4	17
smyk.com	643	20132	23451	2978	2831	3626	3297	2913.171003	19632.52969	5	17
smyk.com	643	19241	28667	2910	2746	3534	3344	3070.674068	11687.11358	6	17
smzdm.com	643	2694	51676	1819	12039	1901	15151	4392.511636	3907.772016	6	17
sn22.ru	643	5333	51078	3626	20215	4111	22116	11191.50464	20146.3879	4	17
sn22.ru	643	3492	27424	2048	12684	2302	14110	7793.316734	253.2693971	5	17
sn22.ru	643	9087	41346	4947	20027	5447	22604	19212.37642	20908.12361	6	17
snadgy.com	643	1387	2012	554	718	700	884	1576.635384	2689.323345	4	17
snaige.lt	643	553	1183	170	249	186	276	805.439048	7794.386932	5	17
snakedreams.org	643	75	23	37	21	43	23	22.72784367	166.1770243	4	17
snapcentro.com	643	5356	4632	2367	1755	2541	1907	6047.081973	0	5	17
snapcentro.com	643	5916	5452	3540	2604	3650	2801	11444.67404	0	6	17
snapchatcelebrity.net	643	557	235	220	83	236	85	271.1803156	9660.681414	4	17
snapchatcelebrity.net	643	270	101	152	74	162	76	312.4392902	3659.402964	5	17
snapchatdestar.fr	643	147	37	47	34	53	34	18.32229569	152.3853273	4	17
snapguide.com	643	0	0	2962	6763	3344	7722	5454.788658	4964.878143	4	17
snapguide.com	643	9132	9974	2868	5904	3797	6413	6216.139901	2858.831868	5	17
snapguide.com	643	622	7559	357	4457	385	4611	4850.295506	5857.361789	6	17
snappea.com	643	72	291	31	93	33	116	211.1174111	11878.72933	4	17
snappea.com	643	16	633	11	189	11	243	320.3581399	6339.045229	5	17
snappea.com	643	40	444	17	211	18	241	304.1195237	11872.29031	6	17
snapptips.com	643	245	207	113	98	113	104	87.90937559	3633.943559	4	17
snapptips.com	643	263	117	107	58	116	58	238.5031917	1875.418067	5	17
snapsext.com	643	5377	25660	949	4740	966	4749	709.5240264	30957.79566	4	17
snapsext.com	643	8720	128265	1073	36821	1162	36831	683.8748109	27591.75957	5	17
snapsext.com	643	9290	1622	1411	451	1523	451	760.4501297	33780.48321	6	17
snapshot24.ru	643	125499	64643	72854	26788	81031	30339	30195.43013	15362.04436	4	17
snapshot24.ru	643	162214	78170	94070	32354	106348	37245	42003.29925	31223.78103	5	17
snapshot24.ru	643	206379	85153	116967	34386	133861	40539	43770.28923	12247.31421	6	17
snapsort.com	643	4485	12877	1707	3490	1887	3775	9624.60701	39677.67828	4	17
snapsort.com	643	3430	6043	1236	1664	1483	1927	8797.529626	17318.06811	5	17
snapsort.com	643	3966	5530	1327	1495	1581	1732	9224.735848	4790.257202	6	17
snaptubeapp.com	643	17892	897	8058	704	8659	704	1476.702177	85858.5725	5	17
snaptubeapp.com	643	23834	1641	10487	1306	11554	1336	1124.536049	81361.02893	6	17
snatchnews.com	643	253036	483013	114249	220578	122686	236760	378366.5378	157031.48	4	17
snatchnews.com	643	400898	860367	101660	239769	112059	287267	303237.2109	115530.2849	5	17
snatchnews.com	643	1327465	2050752	270158	413406	295182	461287	941593.667	253465.3373	6	17
snce.ru	643	2759	4862	2376	4148	2497	4409	8509.134004	23402.19403	4	17
snce.ru	643	2839	4505	2386	3963	2531	4132	7990.797996	15180.67213	5	17
snce.ru	643	2680	4033	2285	3593	2408	3760	8164.801154	23948.24356	6	17
sncmedia.ru	643	645302	677175	315696	290991	356811	349653	213911.4092	424153.2973	4	17
sncmedia.ru	643	1556537	1578456	338334	342093	478386	477037	252766.051	438486.2481	5	17
sncmedia.ru	643	758702	645603	337481	218503	380992	263756	221631.7035	423650.5697	6	17
sneaker.show	643	8546	6478	4580	2656	5625	3144	4414.24777	60996.67901	6	17
sneakerbardetroit.com	643	3763	7594	2356	4161	2552	4728	9901.49364	13261.12734	4	17
sneakernews.com	643	33968	43165	19106	21122	21984	24689	49316.94138	15014.57087	4	17
sneakernews.com	643	28301	37440	16193	18049	18516	21251	46564.4832	20417.90185	5	17
sneakernews.com	643	22664	29712	13225	14971	15358	17709	37588.21189	28097.41709	6	17
sneakerstock.ru	643	99079	78252	23403	15222	27881	17921	23644.71809	39697.14268	4	17
sneakerstock.ru	643	71478	58817	19278	12694	22778	14943	18344.17201	20125.00853	5	17
sneakerstock.ru	643	58570	44918	15977	10155	18712	11972	15349.54482	10711.50056	6	17
sneakerstudio.pl	643	239	1454	58	184	59	222	280.0511273	0	5	17
sneakerstudio.ru	643	19416	36813	3280	3719	3792	4424	8088.15759	4269.391128	4	17
sneakerstudio.ru	643	11205	31375	2823	3229	3251	3879	8134.754688	2003.404055	5	17
sneakerstudio.ru	643	9032	29434	2355	3075	2806	3716	7604.891898	17159.86153	6	17
sneakysex.com	643	1685	1895	300	373	317	400	878.5695413	4641.025537	5	17
snegiri-eco.ru	643	5935	4629	4368	2799	4759	3295	1681.118419	4725.796317	4	17
sniker.ua	643	44	1290	4	602	5	625	1081.762147	5258.546484	5	17
sniker.ua	643	68	1043	12	545	13	558	1249.889611	14665.82408	6	17
snipes.com	643	4368	3103	696	468	894	594	826.6456096	0	4	17
sniztop.ru	643	51563	9610	43903	4757	47359	4951	1351.073985	101546.8179	5	17
sniztop.ru	643	32962	2989	26448	1181	29630	1282	378.6145559	55463.71325	6	17
snob.ru	643	4672779	4413907	2240535	1629810	2823296	2035112	2375787.245	1593116.065	4	17
snob.ru	643	4062745	3409646	1957807	1297444	2406880	1628216	2131157.533	1575147.755	5	17
snob.ru	643	3604291	3038103	1682506	1249301	2082106	1539234	2080472.289	1547982.253	6	17
snooker.org	643	122184	360829	18396	30843	37609	56230	68834.37431	59620.90563	4	17
snooker.org	643	21776	66897	3888	7768	6382	11123	14651.42392	20056.9429	5	17
snooker.org	643	16277	66755	3226	7544	4941	11251	16554.51828	12854.93758	6	17
snos-domov.info	643	18472	18628	12797	9130	13934	10572	17711.34838	29163.75537	4	17
snosu.net.ua	643	12921	33132	755	1328	929	1721	1023.402572	4719.041451	5	17
snosu.net.ua	643	22105	54760	1484	2296	1846	2920	1857.026136	5184.018657	6	17
snowboarder.com	643	1225	1690	803	774	881	929	1505.094673	0	4	17
snowpatrol.com	643	67	181	31	73	32	101	66.91216994	5477.659946	5	17
snowqueen.ru	643	3970114	3482510	682463	506647	855244	615635	428605.632	1130174.747	4	17
snowqueen.ru	643	2387032	2191946	355262	268920	445677	329265	222348.0636	573457.9376	5	17
snowqueen.ru	643	529657	2938442	52667	277701	65769	347679	229356.5871	499960.9216	6	17
snta.ru	643	2389	10671	1960	8905	2089	9585	48862.88063	52683.52932	4	17
snta.ru	643	12271	69371	6659	36964	7189	41532	44829.62697	15559.54585	5	17
snta.ru	643	13211	70096	6971	35095	7548	39392	42391.01031	32833.52826	6	17
soaestheticshop.com	643	4741	2273	876	336	1049	365	1231.455973	11413.0657	6	17
soap4life.com.ua	643	587	631	294	318	308	330	571.6789778	2311.658101	5	17
soap4life.com.ua	643	596	422	302	249	315	254	461.9933989	213.6123082	6	17
sobadsogood.com	643	2037	1799	1513	1235	1600	1317	2918.818688	9220.634833	4	17
sobadsogood.com	643	1405	1622	886	1036	946	1120	3231.926861	3845.616242	5	17
sobadsogood.com	643	72	1334	55	811	56	881	2327.855788	4253.749275	6	17
sobaka.ru	643	1139673	692965	607033	354151	689512	393886	511187.7123	426014.9788	4	17
sobaka.ru	643	796190	578954	424935	267223	478104	306599	434342.045	364195.5608	5	17
sobaka.ru	643	792265	574872	432636	267321	479495	297627	419790.4449	465058.7173	6	17
soberger.ru	643	21797	16176	16147	9715	17466	10508	18195.90482	43091.03763	4	17
soberger.ru	643	22196	15867	16478	9245	17880	10130	17436.95161	38178.49014	5	17
soberger.ru	643	19037	13037	14327	7994	15510	8667	16669.42124	47605.09666	6	17
sobes73.ru	643	7224	22431	2550	5269	2891	6795	5111.140128	13224.18635	5	17
soccer.ru	643	2813063	3108615	1060626	1129966	1665621	1776457	1867755.525	1434048.338	4	17
soccer.ru	643	2686301	3285468	1044685	1202554	1586289	1826637	1754897.455	1253165.021	5	17
soccer.ru	643	3768963	5453942	1123736	1352326	1790770	2246724	1571895.565	1367145.247	6	17
soccerbible.com	643	5583	5511	2460	1814	2686	2258	2844.231048	4545.371232	4	17
soccerbible.com	643	6358	6050	2687	1668	2964	2160	3339.155326	4787.789364	5	17
soccercorner.com	643	298	347	223	196	227	197	201.6908728	7892.507021	5	17
soccercorner.com	643	414	366	250	220	259	222	294.8265291	2720.513602	6	17
soccergaming.com	643	0	62	0	13	0	16	22471.55273	14466.31816	5	17
soccergaming.com	643	1847	16063	202	1297	348	2322	20795.1731	17349.50632	6	17
soccerlivehd.com	643	10956	41284	6090	18333	6480	20767	22732.38102	12748.51106	4	17
soccerlivehd.com	643	7511	30666	3958	15450	4148	16851	17812.89084	8246.493107	5	17
soccerlivehd.com	643	3479	15503	1981	8877	2079	9694	9384.428068	14293.45081	6	17
soccerly.com	643	10	40	9	40	9	40	38.72645	0	4	17
soccerly.com	643	13	24	11	23	13	23	19.52854603	0	5	17
sochi-elite.com	643	7484	8861	2475	2470	2914	2836	2498.07619	195.7547647	5	17
sochi-express.ru	643	241952	372515	59498	57115	70367	73965	67964.15941	66687.74525	5	17
sochi-express.ru	643	226923	322943	63896	59723	74043	74931	58034.23275	67026.02779	6	17
sochi-news.net	643	3702	3431	2005	2420	2163	2534	2662.174691	5374.979294	5	17
sochynenie.ru	643	3892	7770	3019	6360	3401	6727	7427.887329	14460.06359	4	17
social-benefit.ru	643	53241	133511	41300	93135	44011	98622	93905.17227	53737.97839	4	17
social-benefit.ru	643	52426	125089	40121	88452	42755	93881	90475.73151	32823.78127	5	17
social-benefit.ru	643	48490	103879	37806	74999	40236	79068	73410.92054	51829.28339	6	17
socialannex.com	643	13	205	8	188	8	190	382.272703	3507.803432	4	17
socialannex.com	643	2	101	2	91	2	92	465.2288609	2359.882552	5	17
socialblade.com	643	9128	50827	1762	3529	3278	5646	554703.6684	147180.9762	4	17
socialblade.com	643	11197	29602	1939	4135	4030	6220	550084.2306	172751.0515	5	17
socialblade.com	643	8165	29808	1518	3723	2959	5245	495024.6137	140402.1348	6	17
socialcompas.com	643	4987	13376	1281	2868	1610	3662	6840.124976	3454.772027	4	17
socialkit.ru	643	8206	67356	4074	17095	4486	23140	70439.20875	16794.10303	4	17
socialkit.ru	643	9287	71696	4278	17945	4778	24456	74472.86884	31470.92512	5	17
socialkit.ru	643	9319	67631	4344	16382	4830	22651	69968.19286	36361.88559	6	17
socialmediatoday.com	643	911	2915	686	2160	786	2444	2502.32837	2861.287621	4	17
socialmediatoday.com	643	993	3362	751	2258	864	2682	4078.447875	9009.520549	5	17
socialmediatoday.com	643	605	2633	474	1804	535	2105	4117.259739	215.1595807	6	17
sociestory.me	643	7026	4006	3626	2030	3864	2087	3123.770339	5927.140541	6	17
society6.com	643	14507	249810	1138	19352	1464	30057	55161.35336	51192.19951	6	17
sociotex.com	643	3408	48216	821	7875	1097	13487	24256.77835	11526.07414	4	17
sociotex.com	643	1805	37781	503	6147	732	10334	19311.84886	20667.9924	5	17
sociotex.com	643	1296	32683	490	5231	608	8894	16307.92171	6721.748281	6	17
socolor.ru	643	142898	194554	20623	21699	26302	27232	23159.06802	18997.35501	4	17
socolor.ru	643	166055	224717	24095	28227	30315	34668	27808.85554	52907.65952	5	17
socolor.ru	643	145943	193681	24354	26415	30628	32352	27590.18725	33036.55152	6	17
socpartnerstvo.org	643	1655	2404	1146	1644	1202	1718	2410.479431	948.3784497	4	17
socpartnerstvo.org	643	1268	1764	966	1257	1033	1332	1727.724025	9886.816252	5	17
socpartnerstvo.org	643	950	1232	674	857	711	908	1200.833735	262.532752	6	17
socportal.info	643	7226	14958	6155	12906	6352	13230	11714.24423	11689.0063	4	17
socportal.info	643	6857	15791	6044	13883	6184	14194	12682.16647	12455.25996	5	17
socportal.info	643	9573	27293	8180	23834	8476	24748	18429.56721	7627.305364	6	17
socratic.org	643	10417	6673	8624	5726	8925	5872	7579.212007	76310.74802	4	17
socvopros.ru	643	971	9566	660	7019	681	7204	7783.761004	14396.64507	4	17
socvopros.ru	643	732	8765	533	6430	549	6637	8401.415037	9277.507632	5	17
socvopros.ru	643	790	7960	510	5747	547	5970	6485.286649	4918.71991	6	17
soek.be	643	303	7523	84	1786	86	2390	9265.587873	0	6	17
soelden.com	643	1029	2805	363	820	425	910	753.0256844	4474.591325	5	17
sofeminine.co.uk	643	3024	10035	406	2067	423	2136	2725.211745	4160.051689	4	17
sofeminine.co.uk	643	1954	8772	342	2135	354	2197	3113.202208	1762.970193	5	17
sofiamoda.ru	643	16066	27280	3282	5820	3867	6949	5204.524601	10580.06496	5	17
sofiamoda.ru	643	8999	18431	2172	4576	2437	5226	4249.965493	6388.773288	6	17
sofino.ua	643	7521	7620	1963	2880	2274	3097	2284.165376	3240.526244	4	17
soft-b.ru	643	4565	29508	2196	14972	2333	15478	11922.79076	5939.938191	4	17
soft-b.ru	643	8171	29093	4897	16934	5223	17454	14551.62027	14859.71557	5	17
soft-b.ru	643	12477	28335	7819	17144	8269	17647	12502.3245	26143.80886	6	17
soft.su	643	914	9269	506	4409	534	4753	6698.74792	15368.19527	4	17
soft.su	643	774	9237	484	4232	501	4604	6741.498054	8607.82473	5	17
soft.su	643	754	9307	429	4134	447	4500	8374.380987	13801.81023	6	17
softcatalog.info	643	72311	775092	48663	405960	52227	434064	721383.8385	347972.8375	4	17
softcatalog.info	643	71787	802814	49117	419282	52649	450044	784284.0194	297251.0944	5	17
softcatalog.info	643	72778	797741	49863	419899	53606	450012	826277.8306	348811.6378	6	17
softclub.ru	643	24923	140000	12415	52232	13181	56881	193532.7285	98060.22889	4	17
softclub.ru	643	19828	109194	10053	37119	10709	40676	188137.3892	112750.6044	5	17
softclub.ru	643	27397	110168	14525	44428	15400	48177	206101.704	207204.5091	6	17
softgames.de	643	573	494	338	468	364	468	3008.7782	122132.7535	5	17
softgames.de	643	228	145	207	145	228	145	4491.329282	60425.01977	6	17
softline.ru	643	53652	331271	33566	120579	37815	142720	217495.0926	180995.6189	4	17
softline.ru	643	42529	340179	24767	131634	27372	153942	211511.2664	114760.4673	5	17
softline.ru	643	40625	334683	24209	126079	26820	148815	219062.2953	97485.23862	6	17
softonic.com.br	643	5	6577	5	3665	5	3691	1426.967233	3639.819892	4	17
softswiss.com	643	499	1055	206	368	215	399	1269.007974	39125.40407	4	17
softswiss.com	643	437	1353	183	465	204	520	1468.21068	34328.45391	5	17
softswiss.com	643	535	1232	205	403	223	464	1512.048636	27376.80127	6	17
softwareinsider.com	643	167	2089	108	1156	111	1259	2051.769656	0	5	17
sogarab.com	643	99	374	38	66	40	69	147.2731405	7592.368438	6	17
soglasie.ru	643	128693	350607	44918	88891	54265	107620	229490.5263	65375.72514	4	17
soglasie.ru	643	135759	360494	46907	93419	56441	114434	249275.544	102017.824	5	17
soglasie.ru	643	148825	394413	50595	102186	60971	125941	300819.4122	160548.08	6	17
soha.vn	643	12650	58006	2704	8272	3535	11861	4854.179817	7718.703609	5	17
soha.vn	643	14225	45154	2791	6629	3762	8988	4544.698648	896.9655195	6	17
sohh.com	643	320	322	277	264	294	282	466.0903433	7089.613274	4	17
sohoclinic.ru	643	25982	13215	13424	6092	14509	6592	6841.976395	20246.9761	4	17
sohoestate.ru	643	16263	39920	5167	12689	5745	13671	1954.618017	38981.75528	4	17
sohoestate.ru	643	18321	24829	3516	2758	4142	3489	1946.48168	10828.69172	5	17
