ga_learningset.site	ga_learningset.country	ga_learningset.pageviewmobile	ga_learningset.pageviewonline	ga_learningset.uniqmobile	ga_learningset.uniqonline	ga_learningset.visitsmobile	ga_learningset.visitsonline	ga_learningset.est_visits_mobile	ga_learningset.est_visits_desktop	ga_learningset.month	ga_learningset.year
skifmusic.ru	643	21410	73479	6792	15926	7580	18409	40394.69513	2351.004082	6	17
skift.com	643	812	3298	587	2076	671	2342	2110.731693	4370.533817	4	17
skigu.ru	643	24455	44055	7348	10297	9542	13783	15687.90634	33734.46644	4	17
skigu.ru	643	12709	27161	5006	7187	5910	9513	11409.37217	7428.284905	5	17
skigu.ru	643	11590	22489	3821	6087	4787	8153	9812.864808	161.8941455	6	17
skillset.ru	643	13876	13299	7640	6269	8755	6882	12842.04494	33093.12228	4	17
skillset.ru	643	16394	40950	7950	16263	8998	16839	12036.37641	36954.53311	5	17
skillset.ru	643	9011	11459	4214	4663	4983	5237	12100.39367	33585.62603	6	17
skillshare.com	643	11318	76790	4176	17465	4950	24053	58076.58546	17601.92205	4	17
skillshare.com	643	10348	72477	4048	15179	4918	21489	66303.49964	3001.555427	5	17
skimaster.ru	643	3425	4924	1812	2688	1932	2902	3194.743748	1136.235917	4	17
skinaction.ru	643	383073	999247	106782	326478	190649	575588	463471.9555	331300.0902	4	17
skinaction.ru	643	135924	538967	38711	168080	64015	274321	215363.5203	114482.2819	5	17
skinaction.ru	643	38196	200973	11516	56011	16952	87783	66040.18068	87158.01324	6	17
skinali-catalog.com	643	15661	26981	927	2162	1263	2750	2760.237268	14288.94472	5	17
skinali-catalog.com	643	13566	24253	786	1820	1091	2358	2761.677835	1212.330694	6	17
skinarena.com	643	12556	51051	7828	19064	8900	23713	26643.54553	29805.65008	4	17
skinarena.com	643	6597	35220	4183	13286	4666	16997	16318.54851	30948.26458	5	17
skinarena.com	643	4702	35085	2522	12880	2925	16872	17899.20395	8727.889378	6	17
skincare-univ.com	643	416	638	330	579	358	579	19.95178706	7788.956779	4	17
skincare-univ.com	643	427	706	318	629	333	629	81.92584937	1314.743136	5	17
skinceuticals.ru	643	55797	46367	12201	10042	14829	11775	6973.485016	15152.84991	4	17
skinceuticals.ru	643	86332	67909	13885	13500	17009	15756	12088.33186	21379.42367	5	17
skinceuticals.ru	643	51641	43931	9051	10459	11125	12081	10903.20118	21189.75251	6	17
skindinavia.com	643	641	283	128	80	190	115	394.5250206	5956.959384	4	17
skindinavia.com	643	589	300	117	81	139	87	145.1302021	314.3332541	5	17
skinjoker.com	643	17280	25326	12433	11634	14720	13624	14013.47579	59851.66557	4	17
skinjoker.com	643	6921	18788	3926	8931	4698	10309	8875.90544	33870.55583	5	17
skinjoker.com	643	8163	23706	5297	10780	6144	12550	9848.599356	20880.11179	6	17
skinnier.ru	643	2106	7762	1662	6339	1789	6922	5779.440912	58969.85428	4	17
skinnier.ru	643	1716	7123	1383	5747	1502	6327	5811.680332	63584.36581	5	17
skinnier.ru	643	3245	4281	2590	3579	2901	3830	4325.888478	69352.41639	6	17
skinnydiplondon.com	643	7723	5211	1121	731	1335	857	753.0152711	7693.286274	5	17
skinnydiplondon.com	643	7362	4389	992	622	1175	745	582.90364	1359.527997	6	17
skinnyvscurvy.com	643	60	93	36	65	38	67	869.6705058	3980.795083	4	17
skinon.ru	643	538624	767114	69112	71345	84178	86671	134342.5397	280615.5168	4	17
skinon.ru	643	434281	654562	61617	65814	73717	79667	122142.0936	214949.1133	5	17
skins.cash	643	223317	1247710	48191	203473	66524	278095	303588.2889	178641.046	4	17
skins.cash	643	223414	1266013	52472	209532	76265	284716	312210.4844	157473.3154	5	17
skins.cash	643	162198	1106068	36796	185691	53432	252131	271781.0343	91828.01064	6	17
skinsjar.com	643	26462	362377	9250	69903	12203	110368	131653.1202	16571.49672	5	17
skinsjar.com	643	38941	874513	10646	103655	15281	187948	225108.565	4550.593734	6	17
skinstore.com	643	9863	11755	2107	2040	2481	2385	1947.189575	3705.047194	5	17
skinstore.com	643	7097	7744	1436	1627	1679	1889	1922.61169	1764.571021	6	17
skip.at	643	21	217	10	141	10	161	677.0977391	6509.723507	6	17
skipass.com	643	756	2674	346	699	374	761	853.051208	7222.730877	4	17
sklad-generator.ru	643	35490	188476	17220	54952	20890	71138	50079.01567	27142.76553	4	17
sklad-generator.ru	643	37724	208265	16389	59029	20462	76286	53098.51292	36891.749	5	17
sklad-generator.ru	643	41719	217222	18147	63349	22590	80763	58299.6088	26725.38983	6	17
sklad-shin.ru	643	43247	54382	10917	12811	12144	14106	14399.23259	14545.67697	4	17
sklad-shin.ru	643	34071	41332	9139	10145	10258	11256	12318.70712	11307.80757	5	17
sklad-shin.ru	643	23142	26409	6270	6597	7121	7255	7389.734108	0	6	17
skladchik.pro	643	4321	16567	726	3116	869	3889	12085.41031	0	6	17
skladium.ru	643	1586	5617	793	2626	1201	3689	1735.472392	5427.345977	5	17
skladium.ru	643	1318	4711	750	2438	1043	3500	1595.332067	0	6	17
skladlamp.ru	643	4448	33651	1160	10449	1291	11521	9397.000629	0	4	17
skladlamp.ru	643	3867	30367	1107	9868	1212	10900	10000.28074	23290.70413	5	17
skladlamp.ru	643	4166	34881	1167	11458	1271	12526	11032.78355	314.6406867	6	17
skladremonta.ru	643	75420	198360	12159	27302	14793	34784	30610.19171	7041.443542	5	17
skladremonta.ru	643	79066	194037	11780	26074	14232	33050	31842.03119	34375.40268	6	17
sknews.ge	643	522	492	390	181	424	219	1615.461545	65478.8394	4	17
sknews.ge	643	605	561	422	217	454	269	2410.045599	18534.27488	5	17
sknews.ge	643	667	614	391	175	439	234	236.9893363	2178.841375	6	17
skoda-auto.cz	643	2191	5906	823	2072	897	2298	4267.740137	6301.924811	4	17
skoda-auto.cz	643	2379	6343	869	2243	958	2512	3857.224551	0	5	17
skoda-avto.ru	643	1098324	1453888	328662	510997	370820	564271	517530.5785	425227.8941	4	17
skoda-avto.ru	643	1068863	1117388	320788	442393	378341	521182	472452.5658	378992.6026	5	17
skoda-avto.ru	643	1128456	1404698	456020	704015	521857	807645	570837.0154	532326.5787	6	17
skoda-diely.sk	643	60	117	24	82	24	84	154.1294281	1026.257866	5	17
skoda-dily.cz	643	191	1242	97	455	104	487	797.8774231	1052.862142	5	17
skoda-vostokmotors.ru	643	11474	14993	3527	4217	3947	4683	4750.603416	12907.52759	4	17
skoda-vostokmotors.ru	643	12709	18321	3975	5831	4340	6190	4941.029484	15100.20623	5	17
skoda-vostokmotors.ru	643	10195	12975	2564	3474	2815	3795	3628.434701	37567.61769	6	17
skoda.co.uk	643	108	652	72	362	74	378	1079.980855	0	6	17
skoda.md	643	231	185	69	76	83	83	476.4371666	4288.651198	5	17
skokka.com	643	7483	3828	4756	1566	4930	1566	448.4300636	2367.48052	4	17
skokka.com	643	4408	5095	3192	3420	3192	3496	488.8458298	1419.019945	5	17
skokka.com	643	5179	1931	3474	1853	3786	1853	452.4716999	0	6	17
skokoff.com	643	1680	2860	297	559	316	596	3265.842158	4771.957268	4	17
skolkovo-city.ru	643	74466	114198	54929	33072	62932	35577	12366.95433	94768.33484	4	17
skolkovo-city.ru	643	82191	87633	43067	23012	49050	25462	10391.4273	54758.40524	5	17
skolkovo-city.ru	643	68601	104582	34900	28057	39832	31333	11377.232	66652.01891	6	17
skolkovo.ru	643	49265	88294	24288	28107	33692	47752	54338.67143	23806.54482	4	17
skolkovo.ru	643	45699	84413	20354	24722	29849	44207	56341.06187	18410.33971	5	17
skolkovo.ru	643	41874	77452	18716	22920	27205	41086	54916.90893	27634.67075	6	17
skolkozarabativaet.ru	643	207724	301014	139030	202833	150799	212548	222434.1552	122082.5599	5	17
skolkozarabativaet.ru	643	144485	212323	109493	166542	117755	173027	205188.255	215181.0006	6	17
skorpionchik.ru	643	30976	15208	16748	7665	18149	8107	7014.802429	36870.79297	4	17
skorpionchik.ru	643	32766	14408	17687	7502	19356	7953	8462.935763	42471.09987	5	17
skorpionchik.ru	643	31412	12771	17376	6892	18844	7237	6914.299633	31088.2068	6	17
skrendu.lt	643	2285	2655	302	270	405	344	198.9521907	0	6	17
skroutz.gr	643	11775	9667	2079	4015	2342	4407	4744.367376	6931.136962	4	17
sksvrn.ru	643	6234	9612	3002	4301	3268	4676	7593.329691	10147.28503	4	17
sksvrn.ru	643	5159	8128	2953	4207	3188	4512	7408.762082	9239.987485	5	17
sksvrn.ru	643	5006	8825	2691	4079	2918	4449	6768.714857	15993.63795	6	17
skuky.net	643	37640	43776	30854	34468	32039	35117	36709.51603	82758.21789	5	17
skuky.net	643	52192	42388	44661	34656	45853	35000	36548.2213	117742.3227	6	17
skuld.com.ua	643	802	922	253	251	275	278	603.0323923	6606.594649	5	17
skuld.com.ua	643	697	934	231	231	247	259	577.6226137	3254.618604	6	17
skuola.net	643	1647	2933	918	2330	1069	2395	1286.385167	9111.384609	5	17
skuola.net	643	532	2536	450	1592	482	1641	1124.107411	6855.583247	6	17
skupidu.com	643	1628	2148	780	1094	817	1145	2064.913126	587.3710741	5	17
skupidu.com	643	1990	1958	921	1086	953	1150	1689.501388	8683.078544	6	17
skupiknigi.ru	643	2279	9006	1427	5767	1518	5989	12627.04964	7600.642433	4	17
skupka-24.ru	643	3507	4900	2223	2516	2489	2830	2752.859033	3760.588277	4	17
skuratov-arch.ru	643	4078	28973	939	4364	1099	5896	9154.242424	1494.662994	4	17
skuratov-arch.ru	643	2904	27944	783	4398	902	6018	8905.930246	8105.505037	5	17
skuratov-arch.ru	643	2808	20355	697	3619	786	4734	8054.911429	2460.352629	6	17
skuterov.ru	643	27815	16886	17916	11819	19391	12478	18595.02054	58033.6986	5	17
skuterov.ru	643	26164	15330	17311	11068	18705	11696	17781.66048	60885.28251	6	17
skwirk.com	643	421	1575	157	659	162	704	435.7371963	6646.282155	4	17
skwirk.com	643	407	1134	139	476	149	514	326.8798935	3141.791227	5	17
skwirk.com	643	173	1089	67	488	74	511	292.7788677	1481.257224	6	17
sky-fi.info	643	418	3891	319	2958	359	3309	8377.837252	0	4	17
skybus.kiev.ua	643	886	1423	604	849	632	891	716.6690293	4292.597559	4	17
skybus.kiev.ua	643	1141	1541	742	973	776	1014	1050.492499	4522.480249	5	17
skybus.kiev.ua	643	1190	1597	810	980	848	1023	1415.680688	1564.112277	6	17
skydns.ru	643	27444	185290	4992	30056	6496	37044	164200.7323	171275.1098	4	17
skydns.ru	643	25170	164767	5139	31097	6358	36694	138224.0404	132644.0425	5	17
skydns.ru	643	20627	136334	4398	25587	5279	29592	113303.5731	31239.97082	6	17
skyeng.ru	643	470966	1239259	205887	297209	244615	413463	613463.0184	617710.8884	4	17
skyeng.ru	643	294024	844936	167625	252010	194608	369910	501100.5187	495275.6207	5	17
skyeng.ru	643	240026	888546	140707	245252	166771	370341	519109.7657	519698.2573	6	17
skyeng.tv	643	2000	8388	1348	4893	1766	7437	21664.20284	10522.666	6	17
skyhookwireless.com	643	149	447	41	123	49	137	257.5379844	6180.9	6	17
skyjumper.ru	643	8401	10641	3366	2702	3780	2989	4051.216969	18929.40572	4	17
skyjumper.ru	643	12861	16795	5062	3715	5802	4171	6194.104175	17369.43688	5	17
skyjumper.ru	643	11141	11886	4462	2954	5077	3331	5924.236176	2899.18739	6	17
skylineswiki.com	643	707	2633	230	986	288	1116	5199.685669	0	6	17
skylink.ru	643	72078	115536	41460	48195	47501	55643	73242.62268	68881.79056	5	17
skylink.ru	643	157195	92042	103589	36276	120730	42342	62202.29273	125178.9466	6	17
skymec.ru	643	18006	50430	3039	6231	3471	7422	16487.34779	10845.02993	4	17
skymec.ru	643	19375	58580	3522	6488	4040	7891	16685.47012	10847.4194	5	17
skymec.ru	643	9607	30282	3307	5585	3722	6725	17210.06612	2076.599024	6	17
skynell.com	643	3351	19246	1524	3744	1751	4332	4659.478069	6853.403335	4	17
skynell.com	643	3854	16466	1546	3856	1808	4424	5632.624095	5202.039825	5	17
skynell.com	643	3094	15194	1490	3501	1631	3915	4461.749238	0	6	17
skynewsarabia.com	643	76179	48548	25107	5701	34272	10235	3580.451314	63973.15088	4	17
skynewsarabia.com	643	61622	35514	18482	5002	25400	8175	3114.541807	72185.94548	5	17
skynewsarabia.com	643	32079	34101	12056	4585	14574	7598	2520.527368	45952.54565	6	17
skyscanner.net	643	221728	252356	81366	76166	91768	86184	110696.0667	244101.6225	4	17
skyscanner.net	643	227072	242888	88050	82684	99087	96148	114760.3135	209068.7055	5	17
skywatches.com.sg	643	3818	5339	552	753	636	874	1911.714826	1421.665756	4	17
skywatches.com.sg	643	3386	6826	558	778	620	915	1463.201741	0	5	17
skywatches.com.sg	643	2241	4561	512	699	571	810	1531.860477	0	6	17
skywayinvestgroup.com	643	93579	450791	13589	53277	18531	77600	113947.2742	59052.21136	5	17
skywayinvestgroup.com	643	91254	416425	13757	45354	18806	68450	110557.9832	122908.9812	6	17
sl-24.ru	643	13409	22316	9328	13292	9919	14265	11284.49688	17747.69452	4	17
sl-24.ru	643	11812	21021	8170	12342	8683	13284	10966.29187	12788.90373	5	17
sl-24.ru	643	11625	30662	7931	19239	8392	20070	10116.50074	10032.79185	6	17
sl-ira.com	643	43012	27694	8732	3830	10113	5098	4917.342865	24871.69732	4	17
sl-ira.com	643	49611	26994	7061	3289	9036	4555	4092.927249	16956.26861	5	17
sl-ira.com	643	97637	69255	13137	8176	21674	17873	15365.91821	38209.76213	6	17
sl-opt.ru	643	50208	276145	2372	8729	3228	12827	14523.53793	11770.71734	4	17
sl-opt.ru	643	53708	286412	2263	8690	3195	12995	16012.50185	26040.90202	5	17
sl-opt.ru	643	48155	247311	2089	7879	2792	11632	14474.68969	5639.968074	6	17
sladan.com.ua	643	882	886	277	383	290	395	404.4615114	3684.993946	4	17
slader.com	643	1431	3000	388	674	483	915	626.4900645	15120.10182	4	17
slami.ru	643	38320	133717	8204	22159	9334	26852	57812.12625	30328.76009	4	17
slami.ru	643	34574	124504	7065	19890	8036	24118	59901.56119	12163.41672	5	17
slami.ru	643	29989	111457	6329	17572	7269	21309	59000.13067	18151.22948	6	17
slaq.am	643	85927	36121	33609	10002	44514	13721	9142.588028	84197.57546	4	17
slaq.am	643	73341	34596	29896	8445	37899	11980	6327.909757	63340.80887	5	17
slaq.am	643	69023	28126	26691	7410	34095	10040	6201.808908	57429.39618	6	17
slarkenergy.ru	643	13651	29900	10854	24267	11788	25817	36891.93055	24373.77609	4	17
slarkenergy.ru	643	12971	27476	10351	22801	11243	24048	35264.42921	12483.65918	5	17
slarkenergy.ru	643	12613	25293	10227	21016	11068	22253	33341.17153	38393.6457	6	17
slate.com	643	21309	24780	13186	14686	14689	16434	37450.87952	15336.11544	4	17
slate.com	643	18886	27761	11697	14746	12988	16739	39099.51845	18747.25625	5	17
slate.com	643	17723	21935	10443	12907	11816	14477	38755.06733	20546.78007	6	17
slate.fr	643	667	5276	335	2166	404	3330	2367.98037	7503.604997	4	17
slate.fr	643	454	4138	301	1870	327	2536	2509.318912	8563.703238	5	17
slate.fr	643	404	3583	255	1560	285	2255	2510.832831	5513.834995	6	17
slav-dom.ru	643	85493	302321	32914	86812	36822	103483	94702.35446	37025.78946	4	17
slav-dom.ru	643	104966	335773	38542	90047	43284	106674	95096.52962	39977.89134	5	17
slav-dom.ru	643	109068	339923	39274	87369	44204	104635	96853.07065	51342.22766	6	17
slavestube.com	643	29764	74517	4581	11705	5070	12818	17718.49347	260.331273	4	17
slavjanka-premium.ru	643	3129	13986	2563	11726	2783	12911	22545.29975	1021.056891	6	17
slavoyara.com	643	5135	2246	3976	1590	4301	1748	3419.991199	9008.123532	4	17
slavoyara.com	643	2396	1427	1850	1013	1998	1102	2105.059524	7190.470575	5	17
slavoyara.com	643	2426	1396	1794	918	1969	1025	1752.160344	4059.279412	6	17
slavutich.su	643	35922	55672	10053	15904	11470	17458	14367.52142	17472.87907	4	17
slavutich.su	643	29671	51666	8836	15481	10005	16770	13077.60281	21557.15693	5	17
slavutich.su	643	24666	59607	7045	18494	7913	20009	14896.79307	10792.04067	6	17
slaylebrity.com	643	897	17263	621	12511	687	13870	194.0897881	3570.00984	6	17
slb.ru	643	20173	54504	6660	14838	7746	17375	24159.7144	20571.98374	4	17
slb.ru	643	17110	48879	5518	13193	6298	15516	23744.5169	12351.25581	5	17
slb.ru	643	20756	51307	6400	14290	7411	16757	24003.40867	2800.203119	6	17
slboats.ru	643	6501	9761	1711	2408	2033	2791	3076.738663	7291.376001	4	17
sld-store.ru	643	2050	6454	1280	3020	1553	3377	3670.684959	3272.368061	6	17
sld.ru	643	150633	238993	23498	32062	28365	39471	70180.3723	61812.07374	5	17
sld.ru	643	152645	223109	24804	29855	29351	36747	69641.6445	52798.04973	6	17
sledujufilmy.cz	643	1372	5367	288	1123	326	1633	483.0430662	32807.83935	5	17
sledujufilmy.cz	643	1486	3575	324	1078	396	1293	719.420522	62685.27247	6	17
sleepsystem-moscow.ru	643	19033	27399	2723	3695	3034	4145	3126.664497	1508.450467	4	17
sletat.ru	643	2133615	7576917	496678	1388727	712960	2228366	1746829.5	903005.2813	4	17
sletat.ru	643	2657678	9241608	590161	1571892	852599	2564032	2053486.785	1037651.503	5	17
sletat.ru	643	3081338	1.05E+07	693281	1732749	1011317	2858927	2400387.914	1197891.224	6	17
sleviste.cz	643	411	1030	321	777	327	808	1085.440006	11430.81356	6	17
slevomat.cz	643	3626	6943	401	718	516	978	661.3029423	2624.820754	4	17
slevomat.cz	643	6731	9771	649	1100	841	1397	716.8061991	1246.350942	5	17
slideboom.com	643	7647	33171	6312	23767	6606	25273	33343.28545	64709.16575	6	17
slidegur.com	643	3389	11551	2324	9597	2397	9922	9907.528683	17293.87626	4	17
slidegur.com	643	5060	18318	3464	15307	3578	15894	18001.09666	11409.87708	5	17
slidegur.com	643	2622	13539	1750	11343	1811	11929	13132.11458	0	6	17
slidescarnival.com	643	1005	30549	337	4035	378	4736	10743.66608	9082.024648	4	17
slidescarnival.com	643	955	31982	267	4263	287	5141	9726.856773	1405.32951	5	17
slidescarnival.com	643	985	27495	214	3593	236	4293	9228.941335	0	6	17
slideteam.net	643	232	3948	75	913	92	1129	2028.106189	0	6	17
slimsecret.ru	643	114756	32745	84532	24489	90851	25740	26946.51092	225699.2356	4	17
slimsecret.ru	643	93895	26844	69579	20220	74590	21246	22984.19606	219591.2608	5	17
slimsecret.ru	643	70517	19624	52253	14973	56256	15690	18678.06798	202130.2022	6	17
slivki.by	643	9442	14354	3897	4728	4579	5616	5470.851925	3254.542906	5	17
slivki.by	643	12055	17794	4893	5005	5765	6224	5971.470703	22656.1375	6	17
slonfinance.ru	643	128905	94482	66503	51407	79776	61052	57722.38414	85519.85292	5	17
slonfinance.ru	643	382987	265117	84746	66448	110220	85058	71811.72537	155898.2646	6	17
slotozal.com	643	44648	48329	1176	1658	6615	3741	6874.762321	3354.346463	4	17
slotozal.com	643	40531	50140	1103	1745	4804	3866	6995.794138	0	5	17
slotozal.com	643	27423	57105	1027	2133	4018	4664	5838.932146	0	6	17
slotozilla.com	643	355	1960	199	681	209	747	824.3233976	9477.676529	4	17
slotozilla.com	643	586	2323	200	723	229	813	645.571966	1694.257646	5	17
slotsofvegas.com	643	645	3542	66	236	89	251	815.6570039	0	6	17
slotsup.com	643	684	3921	182	641	199	748	2175.710873	3150.676244	5	17
slotsup.com	643	729	8535	210	708	220	911	1547.105919	0	6	17
sloveniainside.com	643	1576	2238	912	1206	988	1314	1079.675341	3905.518079	4	17
sloveniainside.com	643	1685	2584	956	1219	1035	1342	1397.181292	19864.94602	6	17
slovoidilo.ua	643	45547	44636	33364	28328	35044	30469	27298.39862	35658.88568	4	17
slovoidilo.ua	643	21276	44049	12472	26061	13781	28188	28661.59189	12436.1617	5	17
slovoidilo.ua	643	24470	44371	14074	27997	15708	30450	32011.80064	38732.17323	6	17
slowtrav.com	643	43	100	31	78	36	80	215.5905405	0	6	17
slubnaglowie.pl	643	68	122	49	78	55	80	129.9029033	1945.719301	5	17
sluchaem.ru	643	32183	15796	19439	8099	22171	9532	15829.45167	12192.27585	4	17
sluchaem.ru	643	19176	9661	14014	4698	15238	5784	9267.441116	24614.07647	5	17
sluchaem.ru	643	19560	13302	12582	5437	14226	7027	9776.144026	4198.319492	6	17
sluckmeat.by	643	1311	1022	1071	443	1137	471	1041.188895	2477.447288	5	17
sluckmeat.by	643	1641	1095	1305	461	1404	504	706.8162481	2808.46629	6	17
sluh.by	643	4756	2327	3483	1194	3687	1254	1600.033313	17913.73063	4	17
sluh.by	643	5806	2528	4353	1279	4617	1373	2600.426881	23736.39453	5	17
sluh.by	643	6181	2361	4827	1222	5044	1268	2360.239953	15936.78508	6	17
slunecnice.cz	643	1240	34001	813	21298	836	21980	651.8496936	14437.69684	5	17
slutroulette.com	643	1354	4789	824	3000	841	3048	4760.570378	0	4	17
slutroulette.com	643	770	2468	478	1838	488	1870	4395.207289	0	5	17
slutroulette.com	643	309	2272	197	1574	197	1635	4371.996882	14870.27277	6	17
slyadnev.info	643	1447	2150	850	965	949	1137	2437.681292	7708.188859	5	17
slyadnev.info	643	1544	2061	1060	967	1134	1095	2476.050846	18729.11528	6	17
sm-plastica.ru	643	23418	13204	12023	4862	13157	5290	4547.966172	22789.02301	4	17
sm-plastica.ru	643	21991	12679	11841	5088	12829	5498	4490.782087	13498.75853	5	17
sm-plastica.ru	643	20688	21535	11089	11112	12079	11456	3892.208804	23157.399	6	17
sm-stomatology.ru	643	12230	16327	6098	4610	6691	5036	3911.351567	11435.51297	4	17
sm-stomatology.ru	643	13741	17339	6272	4664	7047	5011	4417.177934	15176.38914	5	17
sm-stomatology.ru	643	13667	15177	6694	4398	7381	4606	3843.758456	19087.10087	6	17
smachno.ua	643	31926	20386	22579	14729	23548	15556	17338.54748	68160.01923	4	17
smachno.ua	643	19659	12824	14620	8429	15317	8940	11268.69767	37662.9184	5	17
smachno.ua	643	18579	12498	14706	7967	15548	8302	11400.26985	50060.26273	6	17
smackjeeves.com	643	71680	121151	4264	8131	7218	13192	29940.75079	40344.63203	4	17
smackjeeves.com	643	58800	93798	4137	7816	6806	12838	30664.20121	62826.98854	5	17
smackjeeves.com	643	70040	109681	4864	8032	7887	13267	35018.30592	88085.55725	6	17
smak.ua	643	13457	13258	9660	7242	10303	7752	7913.624937	18146.7221	4	17
smak.ua	643	15378	10952	10717	5843	11369	6329	6608.825032	27726.59321	5	17
smak.ua	643	9932	8666	7212	4593	7620	4914	5602.00936	32750.1052	6	17
smakplus.com	643	75	141	51	31	58	43	135.8365178	3580.600848	6	17
small.ru	643	25051	44961	10545	14770	11879	17370	22098.36483	10463.81936	4	17
small.ru	643	41179	25952	21662	6921	22926	8435	12408.65646	35775.9816	5	17
small.ru	643	16145	14334	7671	3850	8476	4702	7503.993371	2045.866272	6	17
smallslive.com	643	1213	1044	228	216	335	319	193.8716315	0	4	17
smallworlds.com	643	46	1282	9	292	11	527	277.7777474	3389.371511	5	17
smallworlds.com	643	33	818	9	263	10	343	316.0470077	954.647719	6	17
smapse.ru	643	43027	51213	18518	19032	21193	22019	16622.69238	75814.80107	5	17
smapse.ru	643	7230	45372	2563	16703	2946	19546	20231.07251	66952.4151	6	17
smart-card.ru	643	3139	17313	1172	5328	1284	6168	10977.67616	8651.592923	5	17
smart-food.su	643	47517	26772	13639	6241	14983	7030	8025.541562	7599.901398	4	17
smart-food.su	643	38461	23783	10617	5848	11661	6555	9105.051376	13240.91177	5	17
smart-food.su	643	30754	20692	8330	5154	9255	5773	8295.865472	8104.317852	6	17
smart-shop.ua	643	1541	2779	1031	1717	1070	1777	2606.638898	5026.055638	4	17
smart-soft.ru	643	2666	41536	1277	13356	1647	16930	32022.63114	28339.53814	4	17
smart-soft.ru	643	2809	42478	1689	15244	1987	18858	41354.50696	5475.368591	5	17
smart-soft.ru	643	2650	38646	1501	14267	1781	17414	41026.20469	58704.97635	6	17
smart.com.ph	643	501	387	325	134	365	134	337.6608572	3826.367629	4	17
smart.com.ph	643	292	266	243	192	243	192	256.5690536	0	5	17
smart.com.ph	643	418	210	277	92	301	92	195.3708659	8208.107318	6	17
smartaddons.com	643	488	19540	147	4850	155	6029	20335.73606	0	5	17
smartaddons.com	643	493	15989	191	4303	196	5233	21310.68646	12236.12618	6	17
smartage.pl	643	22	160	18	96	18	101	1096.030678	14881.77938	6	17
smartbuy.ru	643	91389	80749	21640	15569	25585	18985	17126.0125	32557.85946	4	17
smartbuy.ru	643	84072	71767	20273	14289	23841	17322	15371.23279	33040.6652	5	17
smartbuy.ru	643	89754	79159	22209	16143	25731	19583	18385.04665	45305.64797	6	17
smartbuyglasses.be	643	144	108	101	13	132	23	17.90378979	4304.955075	5	17
smartbuyglasses.co.uk	643	1169	1696	386	437	411	506	495.2710285	0	5	17
smartbuyglasses.co.uk	643	337	692	65	309	107	319	502.4005714	0	6	17
smartbuyglasses.co.za	643	371	348	218	99	272	114	184.9049158	2538.710153	4	17
smartbuyglasses.co.za	643	83	106	47	65	58	69	68.65459068	1237.408419	5	17
smartbuyglasses.com.sg	643	19	94	17	56	18	56	137.1032372	3611.655222	4	17
smartbuyglasses.de	643	142	203	42	56	47	59	37.69620027	0	4	17
smartbuyglasses.de	643	151	216	50	53	55	56	78.76975047	0	5	17
smartcase.by	643	261	254	160	164	162	166	203.3374944	4775.86718	4	17
smartcase.by	643	252	267	145	147	154	153	389.744014	1328.289242	5	17
smartclub.ge	643	6	59	4	28	4	28	155.1301448	7220.628201	4	17
smartcredit.ru	643	596877	521924	51151	35896	65581	46142	44852.1185	88496.38155	4	17
smartcredit.ru	643	583582	478068	53471	33307	67580	42725	44861.37317	100652.1042	5	17
smartcredit.ru	643	490678	427757	44423	30172	57846	39083	40782.20867	39400.41204	6	17
smartfit.com.br	643	40	77	23	44	26	44	38.92071143	3749.212715	4	17
smartluxury.ru	643	58464	38968	18179	8488	22669	10922	10911.41088	36839.66926	4	17
smartluxury.ru	643	56909	39233	16633	8578	20203	10715	11249.6125	15877.07481	5	17
smartluxury.ru	643	107418	57927	26791	9484	36152	19718	14334.48163	20207.06996	6	17
smartmobis.net.ua	643	442	402	134	125	145	127	186.4027428	0	6	17
smartnews.ru	643	19061	101621	14272	83313	15555	88065	75012.66117	41543.93723	4	17
smartnews.ru	643	14134	41299	10931	33275	11966	34709	42733.91252	42979.01514	5	17
smartnews.ru	643	10926	32970	8548	26533	9254	27566	34539.39744	42502.31861	6	17
smartpet.ru	643	28309	55902	6117	10556	6857	11922	13594.6376	23017.98962	4	17
smartpet.ru	643	26390	48219	5662	9611	6375	10845	12036.17667	24549.21141	5	17
smartpet.ru	643	39054	65516	5290	8192	5943	9347	10576.77729	23854.59971	6	17
smartpharma.ru	643	26299	54527	11227	13050	13227	17783	12953.59396	20982.85478	4	17
smartpharma.ru	643	20734	40844	9038	11065	10557	14412	10343.72646	15343.3228	5	17
smartpharma.ru	643	19510	34762	8787	9867	10450	12973	9321.945347	38151.00822	6	17
smartphone.ua	643	50956	39598	21241	15369	22643	16151	134248.5424	140713.5306	4	17
smartrealt.by	643	403	882	107	475	118	513	191.0602199	5988.846261	5	17
smartrealt.by	643	414	721	125	280	139	306	403.2171103	874.2032498	6	17
smartron.ru	643	34154	70	14308	42	15949	47	99439.24442	24922.81334	4	17
smartron.ru	643	27772	121	12060	34	13331	37	90021.91192	50281.81419	5	17
smartron.ru	643	24612	119	10516	27	11798	30	75620.21284	30517.28023	6	17
smartsmoke.com.ua	643	85	117	75	102	76	104	140.1377881	0	4	17
smartsport.com	643	2534	3561	1372	1542	1517	1678	1318.793632	7239.828431	5	17
smartstitch.ru	643	17755	36117	2788	4304	3145	4861	5527.143196	4400.7872	4	17
smartstitch.ru	643	20129	46270	2512	4187	2863	4880	5478.080509	11733.43384	5	17
